id,capacidad,estilo,servicios_tipo
45891,196,Crossover,bar
45892,48,Baladas,bar
45893,92,Bachata,bar
45894,47,Jazz,bar
45895,128,Salsa,bar
45896,196,Bachata,bar
45897,82,Crossover,bar
45898,178,Jazz,bar
45899,146,Bachata,bar
45900,126,Salsa,bar
45901,68,Bachata,bar
45902,46,Salsa,bar
45903,194,Jazz,bar
45904,154,Crossover,bar
45905,96,Bachata,bar
45906,135,Baladas,bar
45907,173,Crossover,bar
45908,90,Baladas,bar
45909,29,Crossover,bar
45910,193,Bachata,bar
45911,17,Crossover,bar
45912,42,Jazz,bar
45913,189,Baladas,bar
45914,183,Bachata,bar
45915,53,Crossover,bar
45916,45,Baladas,bar
45917,62,Jazz,bar
45918,58,Baladas,bar
45919,88,Jazz,bar
45920,189,Baladas,bar
45921,166,Crossover,bar
45922,97,Salsa,bar
45923,81,Bachata,bar
45924,144,Baladas,bar
45925,130,Baladas,bar
45926,122,Bachata,bar
45927,41,Jazz,bar
45928,74,Salsa,bar
45929,190,Salsa,bar
45930,153,Crossover,bar
45931,27,Crossover,bar
45932,124,Jazz,bar
45933,100,Bachata,bar
45934,160,Baladas,bar
45935,113,Bachata,bar
45936,180,Jazz,bar
45937,140,Jazz,bar
45938,197,Jazz,bar
45939,44,Baladas,bar
45940,133,Bachata,bar
45941,42,Salsa,bar
45942,127,Jazz,bar
45943,184,Salsa,bar
45944,138,Bachata,bar
45945,135,Jazz,bar
45946,47,Baladas,bar
45947,172,Jazz,bar
45948,116,Jazz,bar
45949,129,Salsa,bar
45950,148,Crossover,bar
45951,68,Salsa,bar
45952,93,Bachata,bar
45953,110,Baladas,bar
45954,37,Baladas,bar
45955,71,Baladas,bar
45956,135,Baladas,bar
45957,50,Baladas,bar
45958,179,Bachata,bar
45959,49,Jazz,bar
45960,120,Salsa,bar
45961,171,Crossover,bar
45962,153,Jazz,bar
45963,158,Bachata,bar
45964,34,Jazz,bar
45965,26,Salsa,bar
45966,138,Salsa,bar
45967,164,Jazz,bar
45968,30,Jazz,bar
45969,76,Salsa,bar
45970,107,Crossover,bar
45971,73,Bachata,bar
45972,187,Crossover,bar
45973,184,Jazz,bar
45974,142,Baladas,bar
45975,87,Bachata,bar
45976,70,Jazz,bar
45977,101,Jazz,bar
45978,29,Baladas,bar
45979,106,Crossover,bar
45980,176,Salsa,bar
45981,148,Salsa,bar
45982,177,Crossover,bar
45983,148,Baladas,bar
45984,61,Bachata,bar
45985,99,Salsa,bar
45986,134,Jazz,bar
45987,66,Baladas,bar
45988,145,Bachata,bar
45989,84,Crossover,bar
45990,13,Bachata,bar
45991,98,Salsa,bar
45992,189,Salsa,bar
45993,134,Baladas,bar
45994,160,Jazz,bar
45995,81,Crossover,bar
45996,105,Bachata,bar
45997,119,Crossover,bar
45998,66,Crossover,bar
45999,96,Jazz,bar
46000,67,Salsa,bar
46001,32,Salsa,bar
46002,195,Salsa,bar
46003,137,Salsa,bar
46004,145,Salsa,bar
46005,134,Crossover,bar
46006,122,Baladas,bar
46007,15,Jazz,bar
46008,23,Crossover,bar
46009,156,Salsa,bar
46010,17,Salsa,bar
46011,101,Crossover,bar
46012,87,Jazz,bar
46013,165,Bachata,bar
46014,89,Salsa,bar
46015,36,Bachata,bar
46016,133,Crossover,bar
46017,81,Jazz,bar
46018,37,Baladas,bar
46019,187,Bachata,bar
46020,155,Crossover,bar
46021,188,Salsa,bar
46022,137,Salsa,bar
46023,134,Salsa,bar
46024,192,Crossover,bar
46025,19,Baladas,bar
46026,87,Crossover,bar
46027,143,Salsa,bar
46028,182,Baladas,bar
46029,76,Jazz,bar
46030,196,Jazz,bar
46031,66,Salsa,bar
46032,50,Baladas,bar
46033,190,Salsa,bar
46034,32,Jazz,bar
46035,85,Baladas,bar
46036,73,Salsa,bar
46037,35,Crossover,bar
46038,68,Salsa,bar
46039,28,Crossover,bar
46040,50,Bachata,bar
46041,90,Bachata,bar
46042,113,Salsa,bar
46043,92,Salsa,bar
46044,109,Baladas,bar
46045,104,Crossover,bar
46046,126,Salsa,bar
46047,158,Salsa,bar
46048,53,Baladas,bar
46049,66,Crossover,bar
46050,110,Jazz,bar
46051,79,Salsa,bar
46052,169,Baladas,bar
46053,119,Jazz,bar
46054,43,Baladas,bar
46055,199,Jazz,bar
46056,192,Crossover,bar
46057,151,Baladas,bar
46058,72,Baladas,bar
46059,60,Bachata,bar
46060,155,Crossover,bar
46061,55,Baladas,bar
46062,51,Salsa,bar
46063,17,Salsa,bar
46064,40,Jazz,bar
46065,76,Jazz,bar
46066,119,Salsa,bar
46067,132,Baladas,bar
46068,162,Baladas,bar
46069,132,Baladas,bar
46070,111,Baladas,bar
46071,113,Jazz,bar
46072,28,Salsa,bar
46073,145,Jazz,bar
46074,104,Bachata,bar
46075,143,Crossover,bar
46076,184,Salsa,bar
46077,122,Baladas,bar
46078,17,Baladas,bar
46079,76,Baladas,bar
46080,67,Bachata,bar
46081,53,Baladas,bar
46082,118,Baladas,bar
46083,114,Bachata,bar
46084,166,Crossover,bar
46085,51,Bachata,bar
46086,148,Salsa,bar
46087,183,Jazz,bar
46088,113,Baladas,bar
46089,162,Crossover,bar
46090,54,Baladas,bar
46091,192,Bachata,bar
46092,84,Salsa,bar
46093,139,Jazz,bar
46094,92,Jazz,bar
46095,167,Salsa,bar
46096,16,Jazz,bar
46097,147,Jazz,bar
46098,88,Jazz,bar
46099,188,Crossover,bar
46100,144,Salsa,bar
46101,81,Jazz,bar
46102,170,Crossover,bar
46103,191,Crossover,bar
46104,186,Jazz,bar
46105,130,Crossover,bar
46106,198,Crossover,bar
46107,197,Salsa,bar
46108,104,Jazz,bar
46109,55,Crossover,bar
46110,125,Crossover,bar
46111,129,Bachata,bar
46112,108,Bachata,bar
46113,96,Crossover,bar
46114,48,Crossover,bar
46115,37,Crossover,bar
46116,138,Crossover,bar
46117,170,Crossover,bar
46118,102,Bachata,bar
46119,103,Salsa,bar
46120,159,Jazz,bar
46121,186,Jazz,bar
46122,104,Bachata,bar
46123,83,Baladas,bar
46124,101,Bachata,bar
46125,108,Baladas,bar
46126,149,Bachata,bar
46127,71,Baladas,bar
46128,33,Crossover,bar
46129,96,Jazz,bar
46130,104,Crossover,bar
46131,187,Salsa,bar
46132,172,Salsa,bar
46133,195,Salsa,bar
46134,174,Bachata,bar
46135,135,Salsa,bar
46136,170,Bachata,bar
46137,182,Salsa,bar
46138,117,Salsa,bar
46139,192,Baladas,bar
46140,84,Jazz,bar
46141,148,Baladas,bar
46142,162,Salsa,bar
46143,80,Bachata,bar
46144,139,Jazz,bar
46145,154,Bachata,bar
46146,142,Bachata,bar
46147,168,Bachata,bar
46148,37,Jazz,bar
46149,33,Baladas,bar
46150,114,Baladas,bar
46151,106,Crossover,bar
46152,192,Crossover,bar
46153,20,Crossover,bar
46154,47,Jazz,bar
46155,141,Salsa,bar
46156,65,Bachata,bar
46157,195,Baladas,bar
46158,54,Bachata,bar
46159,193,Salsa,bar
46160,111,Salsa,bar
46161,23,Crossover,bar
46162,103,Bachata,bar
46163,155,Crossover,bar
46164,179,Salsa,bar
46165,93,Baladas,bar
46166,31,Baladas,bar
46167,183,Salsa,bar
46168,135,Bachata,bar
46169,17,Crossover,bar
46170,136,Crossover,bar
46171,70,Baladas,bar
46172,179,Jazz,bar
46173,151,Bachata,bar
46174,193,Crossover,bar
46175,31,Baladas,bar
46176,161,Baladas,bar
46177,152,Baladas,bar
46178,190,Baladas,bar
46179,121,Bachata,bar
46180,96,Baladas,bar
46181,150,Jazz,bar
46182,91,Salsa,bar
46183,156,Crossover,bar
46184,131,Bachata,bar
46185,193,Salsa,bar
46186,60,Baladas,bar
46187,22,Bachata,bar
46188,82,Salsa,bar
46189,38,Salsa,bar
46190,56,Salsa,bar
46191,130,Baladas,bar
46192,74,Jazz,bar
46193,137,Bachata,bar
46194,125,Bachata,bar
46195,108,Bachata,bar
46196,173,Bachata,bar
46197,14,Crossover,bar
46198,183,Crossover,bar
46199,196,Salsa,bar
46200,113,Salsa,bar
46201,23,Bachata,bar
46202,115,Crossover,bar
46203,68,Salsa,bar
46204,175,Salsa,bar
46205,66,Baladas,bar
46206,62,Bachata,bar
46207,146,Bachata,bar
46208,189,Baladas,bar
46209,195,Crossover,bar
46210,78,Jazz,bar
46211,117,Salsa,bar
46212,16,Salsa,bar
46213,50,Jazz,bar
46214,153,Baladas,bar
46215,11,Jazz,bar
46216,29,Crossover,bar
46217,105,Salsa,bar
46218,137,Jazz,bar
46219,98,Baladas,bar
46220,93,Baladas,bar
46221,20,Bachata,bar
46222,88,Bachata,bar
46223,191,Bachata,bar
46224,65,Salsa,bar
46225,37,Crossover,bar
46226,86,Salsa,bar
46227,188,Baladas,bar
46228,191,Baladas,bar
46229,184,Bachata,bar
46230,189,Baladas,bar
46231,109,Baladas,bar
46232,77,Jazz,bar
46233,140,Bachata,bar
46234,82,Salsa,bar
46235,141,Jazz,bar
46236,176,Crossover,bar
46237,143,Bachata,bar
46238,162,Crossover,bar
46239,27,Crossover,bar
46240,13,Salsa,bar
46241,112,Salsa,bar
46242,184,Baladas,bar
46243,61,Jazz,bar
46244,90,Jazz,bar
46245,45,Crossover,bar
46246,56,Jazz,bar
46247,169,Bachata,bar
46248,180,Jazz,bar
46249,105,Crossover,bar
46250,143,Baladas,bar
46251,73,Salsa,bar
46252,112,Baladas,bar
46253,122,Crossover,bar
46254,18,Baladas,bar
46255,182,Baladas,bar
46256,140,Crossover,bar
46257,93,Jazz,bar
46258,142,Bachata,bar
46259,71,Bachata,bar
46260,53,Salsa,bar
46261,67,Baladas,bar
46262,184,Baladas,bar
46263,113,Bachata,bar
46264,128,Crossover,bar
46265,156,Crossover,bar
46266,103,Salsa,bar
46267,147,Crossover,bar
46268,196,Bachata,bar
46269,30,Bachata,bar
46270,13,Crossover,bar
46271,178,Salsa,bar
46272,18,Jazz,bar
46273,113,Bachata,bar
46274,71,Crossover,bar
46275,166,Salsa,bar
46276,182,Baladas,bar
46277,127,Salsa,bar
46278,30,Salsa,bar
46279,149,Baladas,bar
46280,34,Baladas,bar
46281,178,Jazz,bar
46282,61,Bachata,bar
46283,179,Jazz,bar
46284,78,Jazz,bar
46285,172,Jazz,bar
46286,133,Crossover,bar
46287,137,Crossover,bar
46288,181,Baladas,bar
46289,21,Baladas,bar
46290,137,Crossover,bar
46291,176,Baladas,bar
46292,60,Baladas,bar
46293,115,Salsa,bar
46294,163,Jazz,bar
46295,45,Salsa,bar
46296,99,Bachata,bar
46297,160,Baladas,bar
46298,149,Salsa,bar
46299,124,Baladas,bar
46300,123,Baladas,bar
46301,87,Jazz,bar
46302,169,Salsa,bar
46303,185,Crossover,bar
46304,170,Baladas,bar
46305,41,Baladas,bar
46306,58,Jazz,bar
46307,156,Jazz,bar
46308,55,Jazz,bar
46309,88,Salsa,bar
46310,132,Bachata,bar
46311,33,Salsa,bar
46312,150,Baladas,bar
46313,58,Crossover,bar
46314,164,Jazz,bar
46315,28,Bachata,bar
46316,75,Crossover,bar
46317,113,Crossover,bar
46318,132,Baladas,bar
46319,17,Bachata,bar
46320,20,Jazz,bar
46321,124,Bachata,bar
46322,178,Jazz,bar
46323,178,Salsa,bar
46324,71,Baladas,bar
46325,185,Jazz,bar
46326,157,Crossover,bar
46327,194,Bachata,bar
46328,110,Crossover,bar
46329,174,Bachata,bar
46330,117,Jazz,bar
46331,59,Salsa,bar
46332,13,Bachata,bar
46333,75,Crossover,bar
46334,147,Crossover,bar
46335,91,Salsa,bar
46336,59,Crossover,bar
46337,14,Bachata,bar
46338,31,Crossover,bar
46339,76,Jazz,bar
46340,66,Salsa,bar
46341,124,Bachata,bar
46342,83,Crossover,bar
46343,198,Crossover,bar
46344,143,Jazz,bar
46345,19,Baladas,bar
46346,38,Bachata,bar
46347,42,Baladas,bar
46348,21,Crossover,bar
46349,159,Bachata,bar
46350,53,Bachata,bar
46351,164,Baladas,bar
46352,19,Crossover,bar
46353,82,Crossover,bar
46354,119,Crossover,bar
46355,164,Salsa,bar
46356,11,Salsa,bar
46357,166,Salsa,bar
46358,174,Salsa,bar
46359,96,Bachata,bar
46360,110,Bachata,bar
46361,137,Bachata,bar
46362,83,Jazz,bar
46363,58,Crossover,bar
46364,190,Jazz,bar
46365,93,Salsa,bar
46366,130,Baladas,bar
46367,64,Crossover,bar
46368,112,Crossover,bar
46369,28,Jazz,bar
46370,45,Salsa,bar
46371,140,Bachata,bar
46372,70,Jazz,bar
46373,191,Bachata,bar
46374,126,Crossover,bar
46375,162,Bachata,bar
46376,131,Salsa,bar
46377,45,Salsa,bar
46378,104,Bachata,bar
46379,72,Bachata,bar
46380,90,Bachata,bar
46381,198,Baladas,bar
46382,14,Bachata,bar
46383,58,Jazz,bar
46384,154,Jazz,bar
46385,177,Jazz,bar
46386,74,Bachata,bar
46387,126,Crossover,bar
46388,62,Bachata,bar
46389,146,Bachata,bar
46390,166,Baladas,bar
46391,76,Salsa,bar
46392,130,Crossover,bar
46393,172,Bachata,bar
46394,196,Bachata,bar
46395,57,Salsa,bar
46396,170,Baladas,bar
46397,67,Baladas,bar
46398,162,Jazz,bar
46399,40,Jazz,bar
46400,31,Crossover,bar
46401,75,Crossover,bar
46402,192,Bachata,bar
46403,83,Jazz,bar
46404,168,Baladas,bar
46405,145,Bachata,bar
46406,13,Jazz,bar
46407,169,Crossover,bar
46408,82,Crossover,bar
46409,127,Salsa,bar
46410,71,Bachata,bar
46411,149,Baladas,bar
46412,110,Bachata,bar
46413,175,Baladas,bar
46414,139,Salsa,bar
46415,21,Bachata,bar
46416,55,Baladas,bar
46417,22,Baladas,bar
46418,87,Baladas,bar
46419,135,Crossover,bar
46420,171,Bachata,bar
46421,164,Baladas,bar
46422,103,Bachata,bar
46423,179,Baladas,bar
46424,74,Crossover,bar
46425,123,Bachata,bar
46426,178,Bachata,bar
46427,61,Crossover,bar
46428,114,Crossover,bar
46429,22,Salsa,bar
46430,125,Jazz,bar
46431,126,Bachata,bar
46432,109,Salsa,bar
46433,78,Salsa,bar
46434,161,Bachata,bar
46435,87,Crossover,bar
46436,112,Baladas,bar
46437,146,Bachata,bar
46438,104,Jazz,bar
46439,98,Crossover,bar
46440,109,Salsa,bar
46441,32,Salsa,bar
46442,166,Bachata,bar
46443,198,Baladas,bar
46444,74,Crossover,bar
46445,192,Crossover,bar
46446,61,Salsa,bar
46447,50,Salsa,bar
46448,118,Jazz,bar
46449,184,Baladas,bar
46450,138,Jazz,bar
46451,150,Crossover,bar
46452,38,Salsa,bar
46453,56,Crossover,bar
46454,109,Bachata,bar
46455,175,Bachata,bar
46456,92,Baladas,bar
46457,126,Bachata,bar
46458,86,Baladas,bar
46459,122,Jazz,bar
46460,196,Salsa,bar
46461,88,Jazz,bar
46462,151,Salsa,bar
46463,19,Salsa,bar
46464,66,Crossover,bar
46465,17,Salsa,bar
46466,78,Salsa,bar
46467,121,Bachata,bar
46468,119,Bachata,bar
46469,185,Bachata,bar
46470,49,Jazz,bar
46471,90,Crossover,bar
46472,126,Bachata,bar
46473,194,Baladas,bar
46474,105,Crossover,bar
46475,66,Baladas,bar
46476,27,Baladas,bar
46477,36,Bachata,bar
46478,186,Crossover,bar
46479,145,Jazz,bar
46480,50,Jazz,bar
46481,102,Jazz,bar
46482,199,Jazz,bar
46483,136,Salsa,bar
46484,33,Salsa,bar
46485,60,Salsa,bar
46486,92,Salsa,bar
46487,146,Jazz,bar
46488,44,Crossover,bar
46489,31,Bachata,bar
46490,49,Bachata,bar
46491,141,Crossover,bar
46492,10,Bachata,bar
46493,147,Salsa,bar
46494,76,Crossover,bar
46495,70,Jazz,bar
46496,125,Baladas,bar
46497,125,Bachata,bar
46498,58,Bachata,bar
46499,103,Bachata,bar
46500,176,Jazz,bar
46501,28,Baladas,bar
46502,26,Baladas,bar
46503,69,Crossover,bar
46504,130,Salsa,bar
46505,34,Bachata,bar
46506,179,Jazz,bar
46507,126,Baladas,bar
46508,32,Jazz,bar
46509,27,Jazz,bar
46510,96,Jazz,bar
46511,168,Jazz,bar
46512,115,Jazz,bar
46513,165,Crossover,bar
46514,100,Bachata,bar
46515,50,Bachata,bar
46516,57,Jazz,bar
46517,164,Jazz,bar
46518,43,Salsa,bar
46519,47,Salsa,bar
46520,37,Baladas,bar
46521,159,Baladas,bar
46522,119,Salsa,bar
46523,147,Salsa,bar
46524,70,Crossover,bar
46525,67,Baladas,bar
46526,97,Baladas,bar
46527,35,Salsa,bar
46528,92,Bachata,bar
46529,22,Bachata,bar
46530,149,Jazz,bar
46531,168,Baladas,bar
46532,98,Crossover,bar
46533,43,Crossover,bar
46534,10,Bachata,bar
46535,68,Baladas,bar
46536,12,Crossover,bar
46537,72,Crossover,bar
46538,44,Jazz,bar
46539,152,Crossover,bar
46540,111,Crossover,bar
46541,108,Baladas,bar
46542,38,Crossover,bar
46543,195,Bachata,bar
46544,82,Crossover,bar
46545,159,Bachata,bar
46546,18,Crossover,bar
46547,126,Baladas,bar
46548,56,Salsa,bar
46549,125,Salsa,bar
46550,199,Baladas,bar
46551,147,Salsa,bar
46552,133,Jazz,bar
46553,44,Bachata,bar
46554,94,Baladas,bar
46555,187,Crossover,bar
46556,37,Salsa,bar
46557,128,Crossover,bar
46558,63,Baladas,bar
46559,77,Crossover,bar
46560,123,Crossover,bar
46561,93,Baladas,bar
46562,48,Crossover,bar
46563,124,Baladas,bar
46564,138,Baladas,bar
46565,36,Bachata,bar
46566,43,Bachata,bar
46567,63,Bachata,bar
46568,127,Salsa,bar
46569,24,Baladas,bar
46570,141,Salsa,bar
46571,120,Crossover,bar
46572,66,Crossover,bar
46573,171,Bachata,bar
46574,84,Jazz,bar
46575,179,Salsa,bar
46576,75,Salsa,bar
46577,61,Jazz,bar
46578,135,Salsa,bar
46579,29,Baladas,bar
46580,36,Salsa,bar
46581,37,Jazz,bar
46582,152,Crossover,bar
46583,118,Jazz,bar
46584,55,Jazz,bar
46585,110,Jazz,bar
46586,183,Jazz,bar
46587,174,Baladas,bar
46588,158,Salsa,bar
46589,191,Salsa,bar
46590,61,Baladas,bar
46591,110,Bachata,bar
46592,113,Salsa,bar
46593,157,Baladas,bar
46594,146,Baladas,bar
46595,164,Jazz,bar
46596,170,Baladas,bar
46597,92,Salsa,bar
46598,68,Crossover,bar
46599,63,Jazz,bar
46600,38,Salsa,bar
46601,67,Bachata,bar
46602,147,Baladas,bar
46603,84,Bachata,bar
46604,121,Baladas,bar
46605,49,Bachata,bar
46606,154,Bachata,bar
46607,90,Jazz,bar
46608,77,Crossover,bar
46609,110,Baladas,bar
46610,91,Salsa,bar
46611,195,Bachata,bar
46612,114,Crossover,bar
46613,42,Crossover,bar
46614,20,Baladas,bar
46615,28,Bachata,bar
46616,178,Baladas,bar
46617,87,Jazz,bar
46618,33,Baladas,bar
46619,162,Bachata,bar
46620,20,Crossover,bar
46621,135,Crossover,bar
46622,67,Jazz,bar
46623,105,Crossover,bar
46624,188,Baladas,bar
46625,66,Bachata,bar
46626,115,Baladas,bar
46627,71,Crossover,bar
46628,135,Crossover,bar
46629,42,Jazz,bar
46630,67,Salsa,bar
46631,183,Crossover,bar
46632,171,Jazz,bar
46633,43,Jazz,bar
46634,144,Crossover,bar
46635,51,Jazz,bar
46636,43,Baladas,bar
46637,53,Salsa,bar
46638,111,Jazz,bar
46639,99,Jazz,bar
46640,98,Bachata,bar
46641,193,Baladas,bar
46642,13,Salsa,bar
46643,60,Bachata,bar
46644,36,Crossover,bar
46645,103,Salsa,bar
46646,139,Jazz,bar
46647,162,Baladas,bar
46648,51,Bachata,bar
46649,14,Salsa,bar
46650,140,Bachata,bar
46651,113,Crossover,bar
46652,185,Crossover,bar
46653,46,Salsa,bar
46654,34,Baladas,bar
46655,38,Bachata,bar
46656,186,Bachata,bar
46657,124,Crossover,bar
46658,99,Salsa,bar
46659,120,Salsa,bar
46660,12,Crossover,bar
46661,57,Jazz,bar
46662,137,Salsa,bar
46663,77,Baladas,bar
46664,116,Baladas,bar
46665,64,Bachata,bar
46666,183,Bachata,bar
46667,105,Baladas,bar
46668,194,Jazz,bar
46669,23,Salsa,bar
46670,182,Salsa,bar
46671,158,Jazz,bar
46672,112,Baladas,bar
46673,155,Crossover,bar
46674,121,Jazz,bar
46675,186,Bachata,bar
46676,38,Baladas,bar
46677,29,Salsa,bar
46678,136,Salsa,bar
46679,43,Crossover,bar
46680,75,Salsa,bar
46681,113,Bachata,bar
46682,55,Bachata,bar
46683,182,Crossover,bar
46684,48,Salsa,bar
46685,134,Crossover,bar
46686,97,Baladas,bar
46687,184,Salsa,bar
46688,20,Crossover,bar
46689,188,Bachata,bar
46690,153,Baladas,bar
46691,184,Salsa,bar
46692,31,Crossover,bar
46693,21,Baladas,bar
46694,178,Crossover,bar
46695,68,Salsa,bar
46696,155,Jazz,bar
46697,141,Crossover,bar
46698,57,Crossover,bar
46699,14,Jazz,bar
46700,96,Bachata,bar
46701,191,Bachata,bar
46702,26,Baladas,bar
46703,46,Jazz,bar
46704,180,Baladas,bar
46705,53,Salsa,bar
46706,191,Baladas,bar
46707,121,Salsa,bar
46708,111,Salsa,bar
46709,142,Jazz,bar
46710,84,Jazz,bar
46711,155,Crossover,bar
46712,99,Baladas,bar
46713,79,Crossover,bar
46714,181,Baladas,bar
46715,77,Baladas,bar
46716,60,Jazz,bar
46717,34,Salsa,bar
46718,30,Baladas,bar
46719,167,Bachata,bar
46720,167,Baladas,bar
46721,53,Baladas,bar
46722,97,Jazz,bar
46723,31,Baladas,bar
46724,33,Crossover,bar
46725,65,Bachata,bar
46726,111,Crossover,bar
46727,115,Crossover,bar
46728,70,Baladas,bar
46729,161,Jazz,bar
46730,31,Crossover,bar
46731,37,Bachata,bar
46732,192,Jazz,bar
46733,157,Salsa,bar
46734,152,Crossover,bar
46735,76,Crossover,bar
46736,24,Salsa,bar
46737,77,Jazz,bar
46738,18,Salsa,bar
46739,116,Bachata,bar
46740,27,Jazz,bar
46741,61,Salsa,bar
46742,156,Salsa,bar
46743,185,Jazz,bar
46744,198,Crossover,bar
46745,152,Jazz,bar
46746,179,Jazz,bar
46747,13,Crossover,bar
46748,200,Salsa,bar
46749,87,Jazz,bar
46750,199,Baladas,bar
46751,148,Crossover,bar
46752,19,Crossover,bar
46753,30,Crossover,bar
46754,133,Salsa,bar
46755,141,Jazz,bar
46756,148,Baladas,bar
46757,156,Salsa,bar
46758,146,Baladas,bar
46759,93,Jazz,bar
46760,130,Bachata,bar
46761,145,Jazz,bar
46762,159,Jazz,bar
46763,166,Baladas,bar
46764,195,Baladas,bar
46765,87,Crossover,bar
46766,190,Baladas,bar
46767,62,Crossover,bar
46768,58,Salsa,bar
46769,81,Crossover,bar
46770,158,Salsa,bar
46771,58,Jazz,bar
46772,78,Baladas,bar
46773,70,Salsa,bar
46774,166,Crossover,bar
46775,40,Crossover,bar
46776,62,Crossover,bar
46777,47,Crossover,bar
46778,195,Baladas,bar
46779,106,Jazz,bar
46780,27,Bachata,bar
46781,200,Baladas,bar
46782,197,Salsa,bar
46783,195,Crossover,bar
46784,82,Bachata,bar
46785,160,Jazz,bar
46786,161,Jazz,bar
46787,71,Bachata,bar
46788,127,Baladas,bar
46789,186,Baladas,bar
46790,100,Salsa,bar
46791,52,Crossover,bar
46792,35,Salsa,bar
46793,25,Salsa,bar
46794,75,Bachata,bar
46795,51,Bachata,bar
46796,162,Crossover,bar
46797,151,Jazz,bar
46798,169,Salsa,bar
46799,183,Crossover,bar
46800,146,Bachata,bar
46801,160,Bachata,bar
46802,189,Crossover,bar
46803,158,Salsa,bar
46804,91,Crossover,bar
46805,76,Bachata,bar
46806,30,Crossover,bar
46807,200,Bachata,bar
46808,192,Baladas,bar
46809,27,Bachata,bar
46810,119,Bachata,bar
46811,34,Salsa,bar
46812,193,Jazz,bar
46813,54,Salsa,bar
46814,123,Bachata,bar
46815,185,Jazz,bar
46816,153,Bachata,bar
46817,189,Jazz,bar
46818,134,Salsa,bar
46819,48,Bachata,bar
46820,123,Bachata,bar
46821,162,Bachata,bar
46822,47,Baladas,bar
46823,120,Jazz,bar
46824,162,Salsa,bar
46825,45,Jazz,bar
46826,54,Baladas,bar
46827,106,Jazz,bar
46828,172,Jazz,bar
46829,136,Crossover,bar
46830,37,Salsa,bar
46831,150,Bachata,bar
46832,20,Salsa,bar
46833,151,Baladas,bar
46834,161,Baladas,bar
46835,51,Bachata,bar
46836,21,Baladas,bar
46837,76,Jazz,bar
46838,63,Baladas,bar
46839,30,Bachata,bar
46840,122,Bachata,bar
46841,175,Crossover,bar
46842,149,Jazz,bar
46843,133,Bachata,bar
46844,59,Baladas,bar
46845,41,Crossover,bar
46846,165,Baladas,bar
46847,190,Crossover,bar
46848,33,Jazz,bar
46849,184,Bachata,bar
46850,135,Baladas,bar
46851,33,Jazz,bar
46852,159,Salsa,bar
46853,144,Jazz,bar
46854,76,Salsa,bar
46855,197,Crossover,bar
46856,94,Crossover,bar
46857,82,Salsa,bar
46858,41,Bachata,bar
46859,73,Bachata,bar
46860,107,Bachata,bar
46861,94,Bachata,bar
46862,168,Crossover,bar
46863,78,Baladas,bar
46864,194,Crossover,bar
46865,138,Bachata,bar
46866,30,Salsa,bar
46867,170,Jazz,bar
46868,184,Crossover,bar
46869,49,Baladas,bar
46870,20,Jazz,bar
46871,85,Baladas,bar
46872,29,Bachata,bar
46873,102,Crossover,bar
46874,83,Baladas,bar
46875,126,Crossover,bar
46876,53,Salsa,bar
46877,66,Baladas,bar
46878,176,Salsa,bar
46879,108,Baladas,bar
46880,144,Salsa,bar
46881,148,Jazz,bar
46882,149,Crossover,bar
46883,176,Bachata,bar
46884,112,Crossover,bar
46885,142,Jazz,bar
46886,199,Bachata,bar
46887,63,Bachata,bar
46888,68,Jazz,bar
46889,92,Jazz,bar
46890,158,Jazz,bar
46891,24,Bachata,bar
46892,55,Jazz,bar
46893,182,Salsa,bar
46894,58,Baladas,bar
46895,108,Jazz,bar
46896,99,Salsa,bar
46897,195,Crossover,bar
46898,130,Bachata,bar
46899,179,Crossover,bar
46900,15,Salsa,bar
46901,107,Salsa,bar
46902,87,Bachata,bar
46903,200,Bachata,bar
46904,129,Baladas,bar
46905,160,Bachata,bar
46906,133,Bachata,bar
46907,189,Baladas,bar
46908,115,Salsa,bar
46909,197,Salsa,bar
46910,144,Bachata,bar
46911,131,Baladas,bar
46912,88,Crossover,bar
46913,38,Bachata,bar
46914,100,Salsa,bar
46915,127,Salsa,bar
46916,197,Bachata,bar
46917,138,Bachata,bar
46918,119,Jazz,bar
46919,153,Bachata,bar
46920,106,Baladas,bar
46921,28,Salsa,bar
46922,45,Bachata,bar
46923,10,Crossover,bar
46924,134,Jazz,bar
46925,18,Baladas,bar
46926,33,Salsa,bar
46927,175,Crossover,bar
46928,34,Bachata,bar
46929,29,Baladas,bar
46930,134,Jazz,bar
46931,128,Baladas,bar
46932,65,Baladas,bar
46933,132,Bachata,bar
46934,28,Jazz,bar
46935,187,Jazz,bar
46936,51,Baladas,bar
46937,155,Baladas,bar
46938,86,Salsa,bar
46939,126,Crossover,bar
46940,88,Bachata,bar
46941,165,Crossover,bar
46942,133,Salsa,bar
46943,34,Bachata,bar
46944,39,Jazz,bar
46945,102,Baladas,bar
46946,150,Salsa,bar
46947,13,Crossover,bar
46948,48,Bachata,bar
46949,185,Jazz,bar
46950,189,Salsa,bar
46951,123,Jazz,bar
46952,186,Bachata,bar
46953,29,Jazz,bar
46954,62,Crossover,bar
46955,99,Jazz,bar
46956,135,Salsa,bar
46957,25,Baladas,bar
46958,145,Salsa,bar
46959,168,Bachata,bar
46960,124,Salsa,bar
46961,118,Bachata,bar
46962,104,Bachata,bar
46963,46,Baladas,bar
46964,178,Crossover,bar
46965,89,Jazz,bar
